ENSID	RatiosMoys_.d32._vs_.d22.	Symbol	Description	pval_DEseq2	RatiosMoys_.d32._vs_.d22.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d32._vs_.d22.	Delta_edgeR	pval_Voom	RatiosMoys_.d32._vs_.d22.	Delta_Voom	Flags_.d22.	Flags_.d32.	Flags_tot
ENSG00000109991	  2.10256682	P2RX3	purinergic receptor P2X 3 [Source:HGNC Symbol;Acc:HGNC:8534]	 1,280520e-04	  2,10256682	   36,37292	 1,205051e-08	  2,14631088	   1,6476110	5,607481e-04	  2,12935235	   1,6478673	 3	 3	 6
ENSG00000110148	  2.03702335	CCKBR	cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]	 1,915364e-02	  2,03702335	   17,50214	 6,893904e-05	  2,08228665	   0,7951130	3,894582e-02	  2,05142191	   0,7953694	 1	 3	 4
ENSG00000110245	  0.39312096	APOC3	apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]	 1,533629e-04	  0,39312096	   28,77201	 2,713300e-08	  0,40278788	   1,2333835	1,631143e-03	  0,40915171	   1,2331270	 3	 1	 4
ENSG00000110427	  2.15107924	KIAA1549L	KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]	 1,407202e-04	  2,15107924	   37,98999	 4,300346e-09	  2,19352219	   1,7162270	4,324057e-03	  2,17586567	   1,7164833	 3	 3	 6
ENSG00000110675	  4.50938447	ELMOD1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]	 3,195165e-05	  4,50938447	   21,97213	 1,395050e-10	  4,61355713	   0,9853722	9,293334e-04	  4,34681388	   0,9856286	 0	 3	 3
ENSG00000110975	 11.96355640	SYT10	synaptotagmin 10 [Source:HGNC Symbol;Acc:HGNC:19266]	 6,295217e-76	 11,96355640	  362,93065	2,232915e-150	 12,22045373	  16,1852268	3,833991e-06	 12,05350429	  16,1854824	 3	 3	 6
ENSG00000111087	  2.20676345	GLI1	GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]	 9,167539e-39	  2,20676345	  556,84582	 3,709718e-56	  2,25627606	  25,2540425	3,178590e-06	  2,25492729	  25,2542978	 3	 3	 6
ENSG00000111186	  2.18999322	WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	 7,629144e-16	  2,18999322	  168,39225	 6,183450e-26	  2,23687961	   7,6255716	9,387670e-06	  2,23256087	   7,6258277	 3	 3	 6
ENSG00000111249	  2.03160515	CUX2	cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]	 5,166766e-25	  2,03160515	  581,09352	 1,840290e-49	  2,07435965	  26,3659741	1,438749e-04	  2,07341614	  26,3662293	 3	 3	 6
ENSG00000111319	  0.30166075	SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]	 2,065749e-38	  0,30166075	  362,80072	 6,215887e-66	  0,30858556	  15,6471293	6,254512e-05	  0,30926258	  15,6468723	 3	 3	 6
ENSG00000111331	  2.32642682	OAS3	2-5-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	 2,596987e-05	  2,32642682	   46,52379	 1,617289e-11	  2,37314027	   2,0986057	6,837994e-03	  2,35398597	   2,0988620	 3	 3	 6
ENSG00000111341	  7.26778529	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	 1,108907e-30	  7,26778529	  184,86721	 2,444768e-74	  7,41741955	   8,2513753	2,594862e-04	  7,31057589	   8,2516314	 2	 3	 5
ENSG00000111424	  0.42337722	VDR	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]	 6,342446e-06	  0,42337722	   42,80594	 3,777697e-10	  0,43333274	   1,8327543	1,519480e-04	  0,43720716	   1,8324978	 3	 3	 6
ENSG00000111796	  0.43910118	KLRB1	killer cell lectin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6373]	 3,171101e-18	  0,43910118	  198,81371	 8,811649e-28	  0,44902897	   8,5073536	6,722772e-05	  0,44982271	   8,5070969	 3	 3	 6
ENSG00000111801	  2.86014334	BTN3A3	butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]	 1,387600e-13	  2,86014334	  121,78717	 1,702034e-28	  2,92688294	   5,4941116	5,556564e-04	  2,91234504	   5,4943678	 3	 3	 6
ENSG00000111913	  0.47961788	RIPOR2	RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]	 6,681432e-10	  0,47961788	  110,85683	 4,297193e-16	  0,49019422	   4,7325936	9,437078e-04	  0,49141672	   4,7323370	 3	 3	 6
ENSG00000112175	  0.48077803	BMP5	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	 1,620508e-05	  0,48077803	   44,81967	 5,783119e-09	  0,49151823	   1,9121190	2,955452e-05	  0,49451812	   1,9118625	 3	 3	 6
ENSG00000112214	  2.80083118	FHL5	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371]	 3,377302e-08	  2,80083118	   58,88692	 1,114424e-16	  2,86182879	   2,6527087	8,439895e-04	  2,83393569	   2,6529650	 3	 3	 6
ENSG00000112276	  2.75378671	BVES	blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]	 1,065696e-06	  2,75378671	   45,72093	 1,039104e-13	  2,81926602	   2,0657201	1,097039e-03	  2,78520183	   2,0659764	 2	 3	 5
ENSG00000112539	  0.47688818	C6orf118	chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:HGNC:21233]	 6,447346e-06	  0,47688818	   49,95766	 1,350877e-09	  0,48806200	   2,1300074	1,746816e-04	  0,49079286	   2,1297509	 3	 3	 6
ENSG00000112559	  2.33869378	MDFI	MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]	 3,415695e-42	  2,33869378	 1572,96519	2,007083e-100	  2,38788696	  71,0421919	8,837193e-05	  2,38730087	  71,0424451	 3	 3	 6
ENSG00000112706	  2.34219377	IMPG1	interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]	 5,361637e-04	  2,34219377	   25,82142	 1,035609e-07	  2,39638771	   1,1702666	1,804874e-03	  2,36126781	   1,1705230	 2	 3	 5
ENSG00000112773	  5.28290206	TENT5A	terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]	 1,182915e-53	  5,28290206	  329,68452	 2,859677e-95	  5,40248835	  14,7606600	6,138222e-06	  5,37411119	  14,7609158	 3	 3	 6
ENSG00000112837	  2.33160174	TBX18	T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]	 1,967556e-17	  2,33160174	  213,29927	 7,724676e-33	  2,38183611	   9,6416383	2,125860e-04	  2,37756686	   9,6418942	 3	 3	 6
ENSG00000112936	  4.70078510	C7	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	4,869881e-132	  4,70078510	 6061,56493	 0,000000e+00	  4,80157755	 271,2403440	1,151443e-05	  4,80041943	 271,2405884	 3	 3	 6
ENSG00000113249	  0.45803392	HAVCR1	hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:17866]	 3,545133e-09	  0,45803392	   81,60277	 2,021230e-14	  0,46811229	   3,4889500	1,392091e-05	  0,46991387	   3,4886935	 3	 3	 6
ENSG00000113389	  3.11645386	NPR3	natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]	 3,175220e-13	  3,11645386	   98,34304	 1,933162e-26	  3,18476300	   4,4213454	2,453726e-04	  3,16159380	   4,4216016	 3	 3	 6
ENSG00000113430	  0.13557158	IRX4	iroquois homeobox 4 [Source:HGNC Symbol;Acc:HGNC:6129]	 2,250665e-21	  0,13557158	  102,39558	 2,995184e-45	  0,13885774	   4,4432699	1,961004e-04	  0,14253191	   4,4430133	 3	 1	 4
ENSG00000113448	  2.04621072	PDE4D	phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]	 1,635250e-19	  2,04621072	  255,53398	 7,751223e-31	  2,09052376	  11,6044496	1,190683e-05	  2,08831725	  11,6047055	 3	 3	 6
ENSG00000113555	  0.44366911	PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	 1,337472e-03	  0,44366911	  142,81306	 4,235432e-22	  0,45400158	   6,1035898	3,638180e-02	  0,45508765	   6,1033331	 3	 3	 6
ENSG00000113578	  0.49223418	FGF1	fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]	 2,477034e-40	  0,49223418	 1684,30470							 3	 3	 6
ENSG00000113749	  0.27599009	HRH2	histamine receptor H2 [Source:HGNC Symbol;Acc:HGNC:5183]	 1,669238e-10	  0,27599009	   60,21270	 6,989209e-20	  0,28156387	   2,6033974	1,022656e-04	  0,28593239	   2,6031409	 3	 3	 6
ENSG00000113905	  0.18154469	HRG	histidine rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	 8,956634e-05	  0,18154469	   17,50992	 5,538790e-09	  0,18630078	   0,7585307	5,712503e-04	  0,20517183	   0,7582743	 2	 0	 2
ENSG00000113946	  0.23208653	CLDN16	claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]	 3,945824e-15	  0,23208653	   80,50259	 6,404511e-28	  0,23734753	   3,4828726	1,255481e-05	  0,24102836	   3,4826161	 3	 3	 6
ENSG00000114204	  3.30740030	SERPINI2	serpin family I member 2 [Source:HGNC Symbol;Acc:HGNC:8945]	 4,564774e-10	  3,30740030	   66,22609	 3,143157e-21	  3,38366283	   2,9810028	5,835728e-04	  3,34300662	   2,9812590	 3	 3	 6
ENSG00000114248	  3.28308903	LRRC31	leucine rich repeat containing 31 [Source:HGNC Symbol;Acc:HGNC:26261]	 8,638163e-04	  3,28308903	   17,78051	 1,180596e-07	  3,35591688	   0,7998339	6,849367e-03	  3,21441482	   0,8000903	 0	 2	 2
ENSG00000114378	  0.44006260	HYAL1	hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]	 3,160863e-15	  0,44006260	  158,24559	 7,779921e-24	  0,44938672	   6,7797791	7,712071e-05	  0,45038107	   6,7795224	 3	 3	 6
ENSG00000114646	  2.17675071	CSPG5	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]	 2,265624e-03	  2,17675071	   21,30528	 2,941568e-06	  2,22192502	   0,9640784	9,167702e-04	  2,18937200	   0,9643348	 1	 3	 4
ENSG00000114654	  3.39529991	EFCC1	EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]	 4,332127e-06	  3,39529991	   31,65365	 3,831692e-12	  3,46991704	   1,4216677	9,300868e-05	  3,38017454	   1,4219240	 0	 3	 3
ENSG00000114948	  3.09202982	ADAM23	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]	 5,747061e-18	  3,09202982	  130,02482	 2,042853e-32	  3,15903560	   5,8471190	1,859708e-05	  3,14188109	   5,8473751	 3	 3	 6
ENSG00000115112	  0.35039786	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	 7,215207e-44	  0,35039786	  573,82863	 5,187299e-75	  0,35842613	  24,6897356	5,252681e-05	  0,35879619	  24,6894781	 3	 3	 6
ENSG00000115361	  4.24338583	ACADL	acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]	 2,783522e-22	  4,24338583	  153,63792	 2,901349e-47	  4,34402654	   6,8985037	2,405922e-04	  4,30916528	   6,8987598	 3	 3	 6
ENSG00000115380	  0.48828292	EFEMP1	EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]	 5,873148e-45	  0,48828292	  974,52045	 2,464262e-57	  0,49904815	  41,5674580	7,451592e-06	  0,49918288	  41,5671998	 3	 3	 6
ENSG00000115414	  3.44656653	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	2,006408e-102	  3,44656653	 5837,61131	4,692383e-261	  3,51908841	 261,9019771	1,521531e-05	  3,51856254	 261,9022218	 3	 3	 6
ENSG00000115461	  2.75485382	IGFBP5	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	 2,519203e-85	  2,75485382	20657,50679	2,626479e-238	  2,81393716	 930,2041932	1,308181e-05	  2,81386052	 930,2044080	 3	 3	 6
ENSG00000115594	  0.23088780	IL1R1	interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]	4,714610e-187	  0,23088780	 3659,65833	1,775917e-288	  0,23590091	 158,4203619	1,800881e-06	  0,23598252	 158,4200986	 3	 3	 6
ENSG00000115641	  2.28311990	FHL2	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]	 6,694601e-17	  2,28311990	  241,47361	 1,970591e-34	  2,33006136	  10,9048164	5,086118e-04	  2,32656375	  10,9050723	 3	 3	 6
ENSG00000115828	  2.25259391	QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	 3,150579e-07	  2,25259391	   64,14605	 6,788102e-14	  2,29981264	   2,9005480	7,545312e-04	  2,28734549	   2,9008042	 3	 3	 6
ENSG00000116014	  0.46622739	KISS1R	KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]	 9,714607e-12	  0,46622739	  115,98836	 1,830694e-17	  0,47638779	   4,9575731	1,988956e-05	  0,47761820	   4,9573165	 3	 3	 6
ENSG00000116035	  0.13331796	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]	 8,655743e-11	  0,13331796	  226,44234	 4,328918e-83	  0,13675525	   9,8222054	3,594213e-03	  0,13842925	   9,8219486	 3	 3	 6
ENSG00000116039	  0.12293234	ATP6V1B1	ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]	 3,554813e-11	  0,12293234	  241,21397	 2,911895e-90	  0,12613545	  10,4661591	3,350521e-03	  0,12774524	  10,4659023	 3	 3	 6
ENSG00000116194	  3.14254083	ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]	 6,212315e-10	  3,14254083	   67,14009	 3,768893e-20	  3,20576984	   3,0116049	3,800595e-04	  3,17127339	   3,0118612	 3	 3	 6
ENSG00000116254	  2.03261494	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]				 3,334003e-03	  2,03261494	   0,4189225				 0	 2	 2
ENSG00000116544	  0.31623479	DLGAP3	DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]	 8,489249e-20	  0,31623479	  141,02569	 2,066948e-32	  0,32321642	   6,0815477	1,477487e-05	  0,32488355	   6,0812910	 3	 3	 6
ENSG00000116711	  2.39230864	PLA2G4A	phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]	 4,329540e-12	  2,39230864	  112,59565	 4,526182e-22	  2,44277220	   5,0839812	1,555055e-04	  2,43396954	   5,0842374	 3	 3	 6
ENSG00000116729	  2.00746179	WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]				 2,445433e-65	  2,00746179	  56,2607945	3,871995e-05	  2,00707307	  56,2610484	 3	 3	 6
ENSG00000116741	  2.27246259	RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	 2,864915e-14	  2,27246259	  143,60741	 1,405853e-24	  2,32176535	   6,4996359	4,539596e-05	  2,31598075	   6,4998920	 3	 3	 6
ENSG00000116774	  2.15397887	OLFML3	olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]	 5,502727e-49	  2,15397887	 1911,94392	 1,027928e-91	  2,20025692	  86,6332925	1,953007e-05	  2,19989790	  86,6335451	 3	 3	 6
ENSG00000117013	  0.47383484	KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]	 1,348796e-16	  0,47383484	  195,72180	 3,707679e-24	  0,48478728	   8,3494333	6,915817e-05	  0,48549553	   8,3491766	 3	 3	 6
ENSG00000117069	  2.87158677	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	 1,025342e-03	  2,87158677	   18,97744	 2,899294e-07	  2,93033394	   0,8531970	4,129030e-03	  2,84011455	   0,8534533	 0	 3	 3
ENSG00000117115	  0.34275385	PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	 5,446217e-08	  0,34275385	   50,78544	 2,403657e-14	  0,35097689	   2,1849481	9,279036e-05	  0,35523020	   2,1846916	 3	 3	 6
ENSG00000117226	  3.25677168	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	 4,857586e-11	  3,25677168	   73,62750	 1,818556e-22	  3,33048566	   3,3124625	3,961847e-04	  3,29544376	   3,3127187	 3	 3	 6
ENSG00000117228	  3.16324764	GBP1	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]	 1,231289e-09	  3,16324764	   82,83095	 7,757987e-24	  3,22644117	   3,7163503	3,363521e-03	  3,19787684	   3,7166065	 3	 3	 6
ENSG00000117600	  0.28302058	PLPPR4	phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]	 2,404606e-05	  0,28302058	   31,13073	 2,783069e-11	  0,29041034	   1,3427871	1,103360e-02	  0,29862941	   1,3425306	 3	 0	 3
ENSG00000117643	  4.98763774	MAN1C1	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	 1,444365e-65	  4,98763774	  554,84391	2,358014e-132	  5,09328219	  24,8094729	2,317151e-05	  5,07864787	  24,8097282	 3	 3	 6
ENSG00000117650	  2.02420455	NEK2	NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]	 1,537344e-07	  2,02420455	   71,42939	 3,981581e-13	  2,06842615	   3,2466543	2,274822e-05	  2,06089610	   3,2469105	 3	 3	 6
ENSG00000117691	  2.00666175	NENF	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]	 7,780443e-10	  2,00666175	  134,83858	 2,025657e-19	  2,04815051	   6,1163978	1,333645e-03	  2,04429139	   6,1166539	 3	 3	 6
ENSG00000118137	  0.49835265	APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]	 7,936708e-44	  0,49835265	 1179,94580							 3	 3	 6
ENSG00000118194	  0.11820218	TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	 1,120999e-21	  0,11820218	 1307,96461	9,405033e-303	  0,12088635	  56,8352744	8,767201e-04	  0,12118679	  56,8350155	 3	 3	 6
ENSG00000118322	  3.33527111	ATP10B	ATPase phospholipid transporting 10B (putative) [Source:HGNC Symbol;Acc:HGNC:13543]	 4,093965e-12	  3,33527111	   82,43735	 2,501784e-24	  3,40590917	   3,6991061	2,524680e-04	  3,37242246	   3,6993623	 3	 3	 6
ENSG00000118473	  5.48356034	SGIP1	SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412]	 5,117347e-30	  5,48356034	  159,93442	 1,850405e-57	  5,60906821	   7,1610601	1,344026e-05	  5,54542658	   7,1613162	 3	 3	 6
ENSG00000118515	  0.49251494	SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	 2,899599e-34	  0,49251494	  728,78302							 3	 3	 6
ENSG00000118523	  0.28631069	CCN2	cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]	7,277600e-121	  0,28631069	 9101,50856	1,375752e-273	  0,29258828	 393,0989768	2,541514e-05	  0,29261650	 393,0987032	 3	 3	 6
ENSG00000118733	  0.32439993	OLFM3	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]	 5,357436e-79	  0,32439993	 1206,30700	2,509839e-124	  0,33166156	  51,9968960	1,179843e-05	  0,33185216	  51,9966373	 3	 3	 6
ENSG00000118777	  6.40375096	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]	 2,227757e-09	  6,40375096	   39,35449	 1,403555e-20	  6,55461490	   1,7621119	2,092363e-04	  6,19805424	   1,7623682	 0	 3	 3
ENSG00000118785	  2.50587352	SPP1	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	 1,103743e-05	  2,50587352	 1153,29323	 1,642006e-99	  2,55921069	  52,0498594	2,436892e-03	  2,55820033	  52,0501135	 3	 3	 6
ENSG00000118849	  3.29982097	RARRES1	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]	 2,873180e-23	  3,29982097	  163,76423	 6,162126e-40	  3,37120494	   7,3562135	4,266098e-06	  3,35473324	   7,3564696	 3	 3	 6
ENSG00000119535	  0.22437789	CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	 4,927873e-06	  0,22437789	   27,10422	 4,968317e-12	  0,22994229	   1,1719996	9,601701e-04	  0,24098754	   1,1717431	 3	 0	 3
ENSG00000119711	  0.47424044	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	 9,220499e-38	  0,47424044	 1282,73230	 2,227515e-68	  0,48469578	  54,7829230	1,765610e-04	  0,48480388	  54,7826642	 3	 3	 6
ENSG00000119715	  0.19768292	ESRRB	estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]	 5,591447e-18	  0,19768292	   94,85166	 1,140056e-34	  0,20206642	   4,1106801	9,465424e-05	  0,20547986	   4,1104235	 3	 3	 6
ENSG00000119865	  2.40109093	CNRIP1	cannabinoid receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24546]	 2,392916e-21	  2,40109093	  211,87992	 2,807048e-34	  2,45482694	   9,5838904	7,365410e-06	  2,45006507	   9,5841464	 3	 3	 6
ENSG00000119938	  2.07030713	PPP1R3C	protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]	 1,726854e-21	  2,07030713	  321,22065	 1,659772e-36	  2,11703033	  14,6032527	6,740218e-05	  2,11518948	  14,6035084	 3	 3	 6
ENSG00000120156	  2.51239042	TEK	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	 4,002589e-03	  2,51239042	   16,84503	 7,352396e-06	  2,56971249	   0,7612993	4,538896e-03	  2,50266667	   0,7615557	 0	 3	 3
ENSG00000120279	  0.15543070	MYCT1	MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]	 5,421154e-07	  0,15543070	   32,57173	 4,281134e-17	  0,15883365	   1,4124678	1,465847e-02	  0,16976979	   1,4122114	 3	 0	 3
ENSG00000120457	  0.25747380	KCNJ5	potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	 2,037289e-05	  0,25747380	   25,73700	 1,831068e-10	  0,26292524	   1,1134820	2,461409e-03	  0,27358242	   1,1132255	 3	 0	 3
ENSG00000120708	  3.43282681	TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	8,181075e-128	  3,43282681	 6363,46003	1,074600e-264	  3,50674473	 285,6433490	3,085317e-06	  3,50626728	 285,6435927	 3	 3	 6
ENSG00000120820	  2.25445157	GLT8D2	glycosyltransferase 8 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24890]	 2,112195e-09	  2,25445157	  104,02094	 4,284305e-19	  2,30162519	   4,7011323	1,307509e-03	  2,29388289	   4,7013885	 3	 3	 6
ENSG00000120949	  0.09538105	TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	 5,517982e-19	  0,09538105	   80,19196	 2,252722e-42	  0,09774282	   3,4851768	1,516276e-04	  0,10287460	   3,4849203	 3	 0	 3
ENSG00000121207	  2.03703065	LRAT	lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685]	 5,475176e-03	  2,03703065	   19,00704	 2,258806e-05	  2,08086333	   0,8631359	4,428702e-04	  2,05244058	   0,8633923	 1	 3	 4
ENSG00000121210	  2.58163923	TMEM131L	transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]	 4,086417e-39	  2,58163923	  444,50142	 7,162875e-62	  2,63947774	  20,0741755	1,024234e-05	  2,63658352	  20,0744310	 3	 3	 6
ENSG00000121297	  2.30059942	TSHZ3	teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]	 8,665550e-35	  2,30059942	  738,24930	 1,286439e-69	  2,35159704	  33,4181220	5,769269e-05	  2,35041620	  33,4183769	 3	 3	 6
ENSG00000121361	  2.01217949	KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]				 5,523084e-19	  2,01217949	   6,1069611	5,974875e-04	  2,00857616	   6,1072172	 3	 3	 6
ENSG00000121742	  0.17197712	GJB6	gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]	 5,709767e-06	  0,17197712	   24,83142	 3,118522e-12	  0,17654938	   1,0763140	5,224314e-03	  0,19025697	   1,0760575	 3	 0	 3
ENSG00000121753	  2.82194887	ADGRB2	adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]	 2,788993e-75	  2,82194887	 1188,65744	6,485777e-119	  2,88352163	  53,5311851	1,741439e-06	  2,88208635	  53,5314391	 3	 3	 6
ENSG00000121858	  2.65436061	TNFSF10	TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]	 2,973695e-06	  2,65436061	   43,77584	 7,930285e-13	  2,71495838	   1,9766198	1,401457e-03	  2,68332753	   1,9768762	 3	 3	 6
ENSG00000121900	  2.00910707	TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]				 2,401856e-13	  2,00910707	   3,6509879	1,556984e-03	  2,00313093	   3,6512441	 3	 3	 6
ENSG00000122121	  2.00781573	XPNPEP2	X-prolyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:12823]	 5,239120e-10	  2,00781573	  106,04718	 1,099440e-16	  2,05275373	   4,8263110	4,274018e-05	  2,04782477	   4,8265672	 3	 3	 6
ENSG00000122176	  6.47712600	FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	 6,693168e-65	  6,47712600	  407,56576	4,519930e-124	  6,61566958	  18,2018140	1,381588e-05	  6,57821359	  18,2020696	 3	 3	 6
ENSG00000122641	  9.91004792	INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]	2,867725e-199	  9,91004792	 1228,77171	 0,000000e+00	 10,12962563	  54,8466244	5,071494e-07	 10,09664354	  54,8468784	 3	 3	 6
ENSG00000123080	  3.30787317	CDKN2C	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	 2,289829e-11	  3,30787317	   72,60335	 1,941204e-22	  3,37737385	   3,2589858	1,257294e-04	  3,34032628	   3,2592421	 3	 3	 6
ENSG00000123096	  2.02883378	SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]	 1,292243e-08	  2,02883378	   89,53131	 3,847235e-15	  2,07380332	   4,0708688	1,904267e-04	  2,06772833	   4,0711250	 3	 3	 6
ENSG00000123146	  2.23393543	ADGRE5	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	 1,387866e-24	  2,23393543	  279,06247	 1,862226e-37	  2,28347323	  12,6458346	2,999806e-06	  2,28066441	  12,6460905	 3	 3	 6
