ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006958	complement activation, classical pathway	8/2067	43/19786	7.433432e-02	2.546347e-01	2.015613e-01	C7/SUSD4/C1R/C1S/CR1/CFI/C4B/C4A	  8
BP	GO:0014003	oligodendrocyte development	8/2067	43/19786	7.433432e-02	2.546347e-01	2.015613e-01	FA2H/MAG/CNTNAP1/WASF3/TLR2/HDAC11/KCNJ10/LPAR1	  8
BP	GO:0034080	CENP-A containing nucleosome assembly	8/2067	43/19786	7.433432e-02	2.546347e-01	2.015613e-01	CENPM/CENPI/CENPK/HJURP/KNL1/CENPU/CENPP/CENPW	  8
BP	GO:0050873	brown fat cell differentiation	8/2067	43/19786	7.433432e-02	2.546347e-01	2.015613e-01	ITGA6/RGS2/ALDH6A1/FNDC5/BNIP3/SLC2A4/LAMB3/CEBPA	  8
BP	GO:0061641	CENP-A containing chromatin organization	8/2067	43/19786	7.433432e-02	2.546347e-01	2.015613e-01	CENPM/CENPI/CENPK/HJURP/KNL1/CENPU/CENPP/CENPW	  8
BP	GO:0010921	regulation of phosphatase activity	27/2067	194/19786	7.481923e-02	2.546347e-01	2.015613e-01	SLC7A14/PPP2R2C/MEF2C/PHACTR3/TGFB2/PPP1R16B/PCDH11X/PTN/ARFGEF3/RCAN3/PPP1R3C/BMP2/PPP1R1B/LGALS3/PPP1R1A/KNL1/DRD2/DLG2/SH3RF2/ITGA2/SPRED1/ELFN2/NPNT/MYOZ1/CSRNP3/AGTR2/ELFN1	 27
BP	GO:0010812	negative regulation of cell-substrate adhesion	12/2067	73/19786	7.497369e-02	2.546347e-01	2.015613e-01	FBLN1/LGALS1/JAG1/SERPINE1/COL1A1/GBP1/WNT1/POSTN/PIK3R1/SPOCK1/FAM107A/AJAP1	 12
BP	GO:0003180	aortic valve morphogenesis	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	ELN/JAG1/SOX9/DLL4/GATA5/EMILIN1	  6
BP	GO:0042311	vasodilation	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	CASR/RGS2/AGT/ADORA1/GUCY1A1/AGTR2	  6
BP	GO:0045577	regulation of B cell differentiation	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	SFRP1/INHBA/SYK/ZFP36L1/CARD11/NFAM1	  6
BP	GO:0050995	negative regulation of lipid catabolic process	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	APOC3/CNR1/APOC1/ADRA2A/ADORA1/PLIN5	  6
BP	GO:0060122	inner ear receptor cell stereocilium organization	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	CDH23/RIPOR2/MYO7A/CTHRC1/USH1G/FAT4	  6
BP	GO:0099068	postsynapse assembly	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	NTRK3/GRID2/GAP43/NRXN1/NTNG2/SHANK3	  6
BP	GO:1905208	negative regulation of cardiocyte differentiation	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	RGS2/BMP2/PRICKLE1/EGFR/WNT3A/DLL1	  6
BP	GO:1990776	response to angiotensin	6/2067	29/19786	7.547451e-02	2.546347e-01	2.015613e-01	CDC6/CAV1/AGT/BRIP1/AGTR1/AGTR2	  6
BP	GO:0002691	regulation of cellular extravasation	7/2067	36/19786	7.570905e-02	2.546347e-01	2.015613e-01	ICAM1/IL27RA/CXCL12/RIPOR2/IL1R1/PLVAP/THY1	  7
BP	GO:0042554	superoxide anion generation	7/2067	36/19786	7.570905e-02	2.546347e-01	2.015613e-01	EDN1/CRP/AGT/EGFR/ITGB2/SYK/MAPT	  7
BP	GO:0043094	cellular metabolic compound salvage	7/2067	36/19786	7.570905e-02	2.546347e-01	2.015613e-01	UPP2/TYMP/GMPR/BHMT/CDA/TK1/PNP	  7
BP	GO:0060323	head morphogenesis	7/2067	36/19786	7.570905e-02	2.546347e-01	2.015613e-01	MMP2/CRISPLD2/COL1A1/TGFB3/PDGFRA/MSX1/CLDN5	  7
BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	7/2067	36/19786	7.570905e-02	2.546347e-01	2.015613e-01	TNFSF4/ANXA1/HLX/NFKBIZ/IL18/TGFBR2/SOCS1	  7
BP	GO:0000910	cytokinesis	22/2067	153/19786	7.612114e-02	2.546347e-01	2.015613e-01	KLHL13/ANLN/KIF4A/CDC6/KIF20A/ECT2/KIF14/CIT/E2F8/MYH10/ESPL1/NUSAP1/KIF23/CEP55/BRCA2/DRD2/FMN2/RACGAP1/PLK1/PRKCE/AURKB/PRC1	 22
BP	GO:0046456	icosanoid biosynthetic process	10/2067	58/19786	7.625792e-02	2.546347e-01	2.015613e-01	EDN1/PTGS1/GGT1/AVP/PLA2G4A/PTGIS/PTGES/SYK/GGT6/PLA2G4F	 10
BP	GO:0060425	lung morphogenesis	10/2067	58/19786	7.625792e-02	2.546347e-01	2.015613e-01	TNC/ESRP2/RDH10/SRSF6/SOX9/FGF7/RSPO2/NFIB/TGFBR2/HHIP	 10
BP	GO:0030516	regulation of axon extension	13/2067	81/19786	7.665114e-02	2.546347e-01	2.015613e-01	TRPC5/MAG/CXCL12/FN1/OLFM1/MAP1B/NTRK3/WNT3A/ISLR2/MAPT/TRPV2/L1CAM/BMPR2	 13
BP	GO:2001023	regulation of response to drug	13/2067	81/19786	7.665114e-02	2.546347e-01	2.015613e-01	ATP1A2/HGF/CHRNA4/CXCL12/RGS2/CNR1/AGT/ADIRF/DRD2/CHRNB2/GDNF/GPR37/PYCR1	 13
BP	GO:0051403	stress-activated MAPK cascade	39/2067	296/19786	7.671343e-02	2.546347e-01	2.015613e-01	HGF/CASR/EDN1/MECOM/MAP3K20/TGFB2/SH2D3C/GADD45B/MID1/SFRP1/AMBP/FOXM1/CCN2/UNC5CL/BMP2/TNFRSF19/ZFP36/ARHGEF6/GADD45G/DUSP9/AGT/MAP3K21/SFRP2/EGFR/EPHB1/SH3RF2/FZD5/HAND2/GRIK2/SYK/DACT1/CDC42EP5/PBK/ROR2/RASGRP1/SH3RF3/TRIB1/ZFP36L1/MAP3K5	 39
BP	GO:1903317	regulation of protein maturation	21/2067	145/19786	7.691171e-02	2.546347e-01	2.015613e-01	CFH/SERPINE1/VTN/C7/SOX4/F12/SUSD4/NKD2/C1R/CLEC3B/A2M/F2/GAS1/C1S/CCBE1/C5AR1/CR1/CFI/C4B/C4A/SPON1	 21
BP	GO:0000280	nuclear division	50/2067	391/19786	7.710089e-02	2.546347e-01	2.015613e-01	ANLN/TACC3/IGF1/ASPM/EDN1/NDC80/TPX2/KIF4A/CDC6/MISP/MYBL2/BMP7/TTK/NEK2/CENPF/KIF14/NCAPH/KIF18A/DLGAP5/TOP2A/TEX15/CDCA8/ESPL1/BRIP1/NUSAP1/KIF23/KIF11/CENPE/EGF/BRCA2/KIF2C/MAEL/FANCD2/CDCA5/MKI67/FMN2/BUB1B/CDC25C/NPM2/RACGAP1/MEIOB/WNT4/MSX1/PLK1/PDE3A/UBE2C/HASPIN/AURKB/PRC1/KIFC1	 50
BP	GO:0009791	post-embryonic development	14/2067	89/19786	7.776818e-02	2.546347e-01	2.015613e-01	ALX4/PRDM1/APOB/RAB3A/EFEMP1/BCL11B/EMX1/MYO7A/MYO1E/FZD5/FBN1/PYGO1/CHST11/LHX1	 14
BP	GO:0001977	renal system process involved in regulation of blood volume	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	GJA1/ADORA1/GAS6/CYP4A11	  4
BP	GO:0002830	positive regulation of type 2 immune response	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	TNFSF4/RSAD2/IL33/IL18	  4
BP	GO:0006534	cysteine metabolic process	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	GGT1/SLC7A11/CBS/CBSL	  4
BP	GO:0010692	regulation of alkaline phosphatase activity	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	MEF2C/TGFB2/ITGA2/NPNT	  4
BP	GO:0010917	negative regulation of mitochondrial membrane potential	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	RNF122/PIP5KL1/BNIP3/MAPT	  4
BP	GO:0030397	membrane disassembly	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	CCNB2/PRKCB/PLK1/CDK1	  4
BP	GO:0030852	regulation of granulocyte differentiation	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	TESC/LEF1/RUNX1/TRIB1	  4
BP	GO:0031643	positive regulation of myelination	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	HGF/MAG/WASF3/NCMAP	  4
BP	GO:0034349	glial cell apoptotic process	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	CCL2/AKAP12/GAS6/DLL1	  4
BP	GO:0035025	positive regulation of Rho protein signal transduction	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	APOA1/COL3A1/LPAR1/ADGRG1	  4
BP	GO:0043174	nucleoside salvage	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	UPP2/TYMP/CDA/TK1	  4
BP	GO:0051081	nuclear envelope disassembly	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	CCNB2/PRKCB/PLK1/CDK1	  4
BP	GO:0055012	ventricular cardiac muscle cell differentiation	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	RARB/MEF2C/MYH10/CDK1	  4
BP	GO:0061430	bone trabecula morphogenesis	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	MMP2/SFRP1/COL1A1/FBN2	  4
BP	GO:0071380	cellular response to prostaglandin E stimulus	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	SFRP1/TNFSF4/PTGER2/PRKCE	  4
BP	GO:0071435	potassium ion export	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	KCNA5/KCND3/KCNE3/KCNE5	  4
BP	GO:0097623	potassium ion export across plasma membrane	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	KCNA5/KCND3/KCNE3/KCNE5	  4
BP	GO:2001170	negative regulation of ATP biosynthetic process	4/2067	16/19786	7.785308e-02	2.546347e-01	2.015613e-01	PID1/DDIT4/STAT3/NUPR1	  4
BP	GO:0001553	luteinization	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	INHBA/PDGFRA/NR5A1	  3
BP	GO:0002315	marginal zone B cell differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	MFNG/DOCK10/DLL1	  3
BP	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	S1PR1/S1PR5/SPNS2	  3
BP	GO:0006560	proline metabolic process	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	PRODH/ALDH4A1/PYCR1	  3
BP	GO:0006857	oligopeptide transport	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SLC15A1/SLC7A11/SLC15A2	  3
BP	GO:0006971	hypotonic response	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	TSPO/SLC12A5/ITGA2	  3
BP	GO:0010749	regulation of nitric oxide mediated signal transduction	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	PDE5A/EGFR/GUCY1A1	  3
BP	GO:0014049	positive regulation of glutamate secretion	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	AVP/SYT4/STXBP1	  3
BP	GO:0014877	response to muscle inactivity involved in regulation of muscle adaptation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SGCA/FBXO32/SCN5A	  3
BP	GO:0014894	response to denervation involved in regulation of muscle adaptation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SGCA/FBXO32/SCN5A	  3
BP	GO:0015801	aromatic amino acid transport	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	OCA2/SLC16A10/ACE2	  3
BP	GO:0021877	forebrain neuron fate commitment	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SATB2/BCL11B/GATA2	  3
BP	GO:0030432	peristalsis	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	P2RX3/DRD2/GDNF	  3
BP	GO:0032000	positive regulation of fatty acid beta-oxidation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	FABP1/IRS1/PLIN5	  3
BP	GO:0032341	aldosterone metabolic process	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP5/BMP2/WNT4	  3
BP	GO:0032342	aldosterone biosynthetic process	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP5/BMP2/WNT4	  3
BP	GO:0032353	negative regulation of hormone biosynthetic process	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP5/BMP2/WNT4	  3
BP	GO:0032488	Cdc42 protein signal transduction	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	WAS/APOC3/APOA1	  3
BP	GO:0032823	regulation of natural killer cell differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	PRDM1/RASGRP1/GAS6	  3
BP	GO:0033690	positive regulation of osteoblast proliferation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP2/CTHRC1/TMEM119	  3
BP	GO:0035376	sterol import	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	APOC3/APOA1/STARD4	  3
BP	GO:0043129	surfactant homeostasis	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ADGRF5/SFTPD/RCN3	  3
BP	GO:0044359	modulation of molecular function in other organism	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CASP8/SFTPD/PTX3	  3
BP	GO:0044803	multi-organism membrane organization	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CD4/CXCR4/GAS6	  3
BP	GO:0045625	regulation of T-helper 1 cell differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	TNFSF4/ANXA1/HLX	  3
BP	GO:0045647	negative regulation of erythrocyte differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ZFP36/NCAPG2/ZFP36L1	  3
BP	GO:0045657	positive regulation of monocyte differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CD4/IL34/ZFP36L1	  3
BP	GO:0045955	negative regulation of calcium ion-dependent exocytosis	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	TRIM9/SYT4/ADRA2A	  3
BP	GO:0045988	negative regulation of striated muscle contraction	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ATP1A2/PDE5A/KCNE3	  3
BP	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	NDC80/CENPE/KIF2C	  3
BP	GO:0051901	positive regulation of mitochondrial depolarization	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	DCN/TSPO/KDR	  3
BP	GO:0051918	negative regulation of fibrinolysis	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SERPINE1/THBD/F2	  3
BP	GO:0051956	negative regulation of amino acid transport	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	RGS2/ADORA1/NPY5R	  3
BP	GO:0052205	modulation of molecular function in other organism involved in symbiotic interaction	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CASP8/SFTPD/PTX3	  3
BP	GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CACNA1G/GJA1/SCN5A	  3
BP	GO:0061299	retina vasculature morphogenesis in camera-type eye	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	NDP/RHOJ/ARHGEF15	  3
BP	GO:0061303	cornea development in camera-type eye	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	WNT9A/WNT9B/LIMK2	  3
BP	GO:0070341	fat cell proliferation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	E2F1/PID1/GATA2	  3
BP	GO:0070344	regulation of fat cell proliferation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	E2F1/PID1/GATA2	  3
BP	GO:0070472	regulation of uterine smooth muscle contraction	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	GPER1/OXTR/ADRA2C	  3
BP	GO:0070508	cholesterol import	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	APOC3/APOA1/STARD4	  3
BP	GO:0072015	glomerular visceral epithelial cell development	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	JAG1/NPHS2/MYO1E	  3
BP	GO:0072683	T cell extravasation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ICAM1/IL27RA/CCL2	  3
BP	GO:0090009	primitive streak formation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ETS2/OTX2/LHX1	  3
BP	GO:0090030	regulation of steroid hormone biosynthetic process	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP5/BMP2/WNT4	  3
BP	GO:0098597	observational learning	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	CNTNAP2/NRXN1/SHANK3	  3
BP	GO:1902455	negative regulation of stem cell population maintenance	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	BMP7/LOXL2/WNT9B	  3
BP	GO:1903789	regulation of amino acid transmembrane transport	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ATP1A2/RGS2/AGT	  3
BP	GO:1904338	regulation of dopaminergic neuron differentiation	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	SFRP1/SFRP2/WNT3A	  3
BP	GO:2000035	regulation of stem cell division	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ESRRB/SFRP2/SOX17	  3
BP	GO:2000650	negative regulation of sodium ion transmembrane transporter activity	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	ATP1A2/PCSK9/PRKCE	  3
BP	GO:2001135	regulation of endocytic recycling	3/2067	10/19786	7.804366e-02	2.546347e-01	2.015613e-01	EHD2/EHD1/BVES	  3
BP	GO:0009799	specification of symmetry	19/2067	129/19786	7.815781e-02	2.547254e-01	2.016331e-01	WNT8B/MEF2C/ACVR1/STIL/ALDH1A2/FOXJ1/GJA1/WNT3A/ZIC3/DRC1/RNF207/TGFBR2/HAND2/SOX17/DNAI2/CFAP53/DLL1/SOX18/LEFTY1	 19
BP	GO:0033135	regulation of peptidyl-serine phosphorylation	19/2067	129/19786	7.815781e-02	2.547254e-01	2.016331e-01	TENM1/MLXIPL/HGF/CD44/IL11/AVP/CAV1/PDE4D/OPRD1/HRC/NTRK3/SFRP2/EGFR/NTRK2/WNT3A/SPTBN4/DDIT4/GAS6/NTF3	 19
BP	GO:0031960	response to corticosteroid	24/2067	170/19786	7.833044e-02	2.551470e-01	2.019668e-01	ABCC2/EDN1/ICAM1/COL1A1/BCHE/CCN2/ZFP36/ANXA1/CTSV/NTRK3/EGFR/GNRH1/ADM/FBXO32/STC1/ALPL/GPER1/DDIT4/FAM107A/FOS/AGTR2/PAPPA/ZFP36L1/NEFL	 24
BP	GO:0019395	fatty acid oxidation	15/2067	97/19786	7.843870e-02	2.553587e-01	2.021344e-01	PDK4/DGAT2/GCDH/ACADL/PECR/HAO2/CNR1/C1QTNF2/CYGB/FABP1/ACSM1/ECI1/IRS1/CPT1C/PLIN5	 15
BP	GO:0022409	positive regulation of cell-cell adhesion	43/2067	331/19786	7.864527e-02	2.558899e-01	2.025549e-01	CD4/IGF1/CD44/FSTL3/GLI2/PAK3/ICAM1/ITGA6/LGALS1/BMP7/CORO1A/PIEZO1/CAV1/GLI3/CCL2/ZAP70/TNFSF4/VTCN1/ANXA1/HLX/NFKBIZ/PIK3R1/IL18/THY1/WNT3A/TNFRSF14/CD1D/RUNX1/TNFRSF13C/ITGB2/VCAM1/KIF26B/TGFBR2/SYK/HAS2/FGA/RASGRP1/EGR3/LCK/SOCS1/CARD11/PNP/HLA-DMB	 43
BP	GO:0055024	regulation of cardiac muscle tissue development	17/2067	113/19786	7.877344e-02	2.561657e-01	2.027732e-01	IGF1/FGFR1/EDN1/MEF2C/GLI1/RGS2/BMP2/PIM1/GATA6/MEIS1/GJA1/WNT3A/TGFBR2/ZFPM2/CDK1/ERBB4/DLL1	 17
BP	GO:0006949	syncytium formation	11/2067	66/19786	7.927448e-02	2.572278e-01	2.036139e-01	EHD2/NFATC2/SH3PXD2A/EHD1/RIPOR2/WNT1/ADGRB3/MYOF/VASH2/CD109/ADGRB1	 11
BP	GO:0030858	positive regulation of epithelial cell differentiation	11/2067	66/19786	7.927448e-02	2.572278e-01	2.036139e-01	SERPINE1/FOXN1/VDR/SOX9/FOXJ1/GDNF/ATOH8/CDH5/CLDN5/PTCH1/LHX1	 11
BP	GO:0048663	neuron fate commitment	11/2067	66/19786	7.927448e-02	2.572278e-01	2.036139e-01	GLI2/GLI3/SATB2/WNT1/BCL11B/HOXD10/DLL4/NTRK3/GATA2/DLL1/ZNF521	 11
BP	GO:0071277	cellular response to calcium ion	11/2067	66/19786	7.927448e-02	2.572278e-01	2.036139e-01	EDN1/MEF2C/CAPN3/PPIF/RASAL1/ECT2/HPCA/CRHBP/FOS/JUNB/SCN5A	 11
BP	GO:0021545	cranial nerve development	9/2067	51/19786	7.977762e-02	2.585759e-01	2.046811e-01	SEMA3F/SLC1A3/SALL1/HOXA1/GLI3/TCIRG1/EPHB1/CHRNB2/LPAR1	  9
BP	GO:0071827	plasma lipoprotein particle organization	9/2067	51/19786	7.977762e-02	2.585759e-01	2.046811e-01	APOB/APOC3/APOA1/APOC1/AGT/MTTP/AGTR1/LIPC/SOAT2	  9
BP	GO:0019915	lipid storage	12/2067	74/19786	8.138807e-02	2.635062e-01	2.085837e-01	DGAT2/APOB/CAV1/EHD1/APOA1/CRP/ANGPTL3/DYSF/STARD4/ENPP1/PLIN5/ITGB3	 12
BP	GO:0071230	cellular response to amino acid stimulus	12/2067	74/19786	8.138807e-02	2.635062e-01	2.085837e-01	COL16A1/MMP2/GLRA2/NEURL1/COL1A1/PDGFRA/EGFR/NTRK2/COL1A2/COL3A1/SOCS1/COL5A2	 12
BP	GO:0072330	monocarboxylic acid biosynthetic process	44/2067	341/19786	8.266636e-02	2.673324e-01	2.116124e-01	PDK4/MLXIPL/DCN/BRCA1/IGF1/VCAN/PFKP/MGLL/EDN1/OSBPL6/SLC1A3/PTGS1/AVP/FA2H/ALDOC/APOC3/UST/CSPG5/ACADL/PECR/ESRRB/RDH10/PLP1/PTGIS/NR1D1/ALDH1A2/APOC1/NUP210/ALDOB/SCD5/CYP39A1/PTGES/STARD4/PGM2L1/LIPC/DDIT4/STAT3/PLA2G4F/PFKFB3/FADS6/NUPR1/ZBTB20/BGN/ELOVL2	 44
BP	GO:0035019	somatic stem cell population maintenance	13/2067	82/19786	8.280209e-02	2.673324e-01	2.116124e-01	TP63/SALL4/BMP7/SALL1/SFRP1/SOX4/SOX9/ZIC3/WNT9B/STAT3/LDB2/GATA2/PBX1	 13
BP	GO:0031018	endocrine pancreas development	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	HNF4A/BMP5/SOX4/SOX9/GATA6/IL6R/ONECUT1/DLL1	  8
BP	GO:0045104	intermediate filament cytoskeleton organization	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	NEFH/KRT17/ATP8A2/INA/DES/FAM83H/SYNM/NEFL	  8
BP	GO:0090184	positive regulation of kidney development	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	SOX9/AGT/IL6R/WNT4/GDNF/AGTR2/FOXD1/LHX1	  8
BP	GO:0090322	regulation of superoxide metabolic process	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	BMP7/CRP/AGT/FBLN5/EGFR/ITGB2/SYK/MAPT	  8
BP	GO:0098659	inorganic cation import across plasma membrane	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	HFE/ATP1A2/ABCC9/KCNJ5/KCNJ8/HCN4/TRPV6/SLC8A1	  8
BP	GO:0099587	inorganic ion import across plasma membrane	8/2067	44/19786	8.293241e-02	2.673324e-01	2.116124e-01	HFE/ATP1A2/ABCC9/KCNJ5/KCNJ8/HCN4/TRPV6/SLC8A1	  8
BP	GO:0046503	glycerolipid catabolic process	10/2067	59/19786	8.364343e-02	2.692622e-01	2.131400e-01	MGLL/APOB/PLA2G4C/APOC3/APOC1/ENPP2/FABP1/FABP7/LIPC/PLIN5	 10
BP	GO:0046626	regulation of insulin receptor signaling pathway	10/2067	59/19786	8.364343e-02	2.692622e-01	2.131400e-01	SORBS1/AGT/PIK3R1/SESN3/PID1/SERPINA12/PRKCB/IRS1/SOCS1/ENPP1	 10
BP	GO:1901379	regulation of potassium ion transmembrane transport	14/2067	90/19786	8.366802e-02	2.692622e-01	2.131400e-01	FHL1/KCNG1/KCNN2/CAV1/DPP6/KCNMB1/CACNA1D/RNF207/KCNC2/NETO1/DPP10/KCNE3/KCNE5/LRRC55	 14
BP	GO:0002690	positive regulation of leukocyte chemotaxis	15/2067	98/19786	8.410049e-02	2.703590e-01	2.140082e-01	F7/EDN1/PTN/SERPINE1/RARRES2/CXCL12/RIPOR2/RAC2/DYSF/S100A7/CXCL14/IL6R/CAMK1D/GAS6/C5AR1	 15
BP	GO:0043255	regulation of carbohydrate biosynthetic process	15/2067	98/19786	8.410049e-02	2.703590e-01	2.140082e-01	IGF1/DGAT2/SORBS1/ESRRB/NR1D1/EGF/C1QTNF2/GPER1/SERPINA12/IRS1/P2RY1/HAS2/MST1/ENPP1/PPP1R3G	 15
BP	GO:0045639	positive regulation of myeloid cell differentiation	16/2067	106/19786	8.418755e-02	2.704915e-01	2.141131e-01	CD4/KITLG/CASP8/TESC/JAG1/INHBA/LEF1/IL34/RUNX1/STAT3/ROR2/FOS/TRIB1/GATA2/ZFP36L1/RAB7B	 16
BP	GO:0000729	DNA double-strand break processing	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	BRCA1/BRIP1/DNA2/BARD1/BLM	  5
BP	GO:0021511	spinal cord patterning	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	GLI2/GLI3/DLL4/GDF11/RELN	  5
BP	GO:0022010	central nervous system myelination	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	FA2H/MAG/CNTNAP1/TLR2/KCNJ10	  5
BP	GO:0031639	plasminogen activation	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	PLAT/SERPINE1/F12/CLEC3B/FGA	  5
BP	GO:0032291	axon ensheathment in central nervous system	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	FA2H/MAG/CNTNAP1/TLR2/KCNJ10	  5
BP	GO:0034695	response to prostaglandin E	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	SFRP1/TNFSF4/PTGER2/GNRH1/PRKCE	  5
BP	GO:0042094	interleukin-2 biosynthetic process	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	CD4/ZFP36/SFTPD/IL18/CARD11	  5
BP	GO:0042402	cellular biogenic amine catabolic process	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	DMGDH/BHMT/TDO2/KYAT1/KYAT1	  5
BP	GO:0060231	mesenchymal to epithelial transition	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	SALL1/TCF15/WNT9B/WNT4/GDNF	  5
