ENSID	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_Voom	Flags_.MT2_PMO.	Flags_.MT2_SC.	Flags_tot
ENSG00000142765	1.2419631	SYTL1	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	9,313221e-04	1,2419631	 192,78581	 9,985751e-06	1,2378840	  9,0887063	2,001953e-02	1,2377562	  9,0894262	 3	 3	 6
ENSG00000143217	0.5995382	NECTIN4	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]				 8,830255e-03	0,5995382	  0,5314533	2,755143e-03	0,6070600	  0,5307329	 3	 1	 4
ENSG00000143333	0.5334596	RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	6,910218e-05	0,5334596	  47,26259	 5,681749e-08	0,5319280	  2,2735701	2,203503e-04	0,5343360	  2,2728497	 3	 3	 6
ENSG00000143341	1.5709417	HMCN1	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]	4,428893e-02	1,5709417	 125,07124	 6,471884e-11	1,5664206	  5,9523606				 3	 3	 6
ENSG00000143369	0.8230674	ECM1	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]	9,184304e-03	0,8230674	 197,34191	 2,700330e-05	0,8207840	  9,5833249				 3	 3	 6
ENSG00000143545	0.7930481	RAB13	RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]	1,859480e-06	0,7930481	 536,23303	 1,084250e-08	0,7907260	 25,9954940	8,781049e-04	0,7907715	 25,9947726	 3	 3	 6
ENSG00000143627	1.6724657	PKLR	pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]	2,642757e-03	1,6724657	  39,22658	 7,380722e-06	1,6669903	  1,8661680	1,936586e-02	1,6616736	  1,8668882	 3	 3	 6
ENSG00000143630	1.3212354	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]	1,560513e-03	1,3212354	  99,52297	 1,604882e-05	1,3167740	  4,7069631	1,941798e-02	1,3163207	  4,7076832	 3	 3	 6
ENSG00000143632	0.6099184	ACTA1	actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]	1,019069e-02	0,6099184	 406,49073	 9,692244e-24	0,6085507	 19,5547951	3,018674e-02	0,6087498	 19,5540738	 3	 3	 6
ENSG00000143768	0.7603391	LEFTY2	left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]				 7,044605e-03	0,7603391	  1,2821823	2,386209e-02	0,7615244	  1,2814619	 3	 3	 6
ENSG00000143847	1.3806599	PPFIA4	PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]	3,414639e-05	1,3806599	 442,65247	 4,891921e-13	1,3762194	 20,9788051	2,720172e-02	1,3760734	 20,9795243	 3	 3	 6
ENSG00000143858	1.2474445	SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	1,536929e-02	1,2474445	  62,60515	 1,780537e-03	1,2433787	  2,9523248	1,975857e-02	1,2429660	  2,9530450	 3	 3	 6
ENSG00000143869	1.3276172	GDF7	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]				 4,868025e-03	1,3276172	  1,4526955				 3	 3	 6
ENSG00000143878	0.8191209	RHOB	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	2,322351e-04	0,8191209	1144,67938	 8,823414e-08	0,8167020	 55,6088686	2,176056e-02	0,8167186	 55,6081460	 3	 3	 6
ENSG00000143977	0.8192462	SNRPG	small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]	8,731625e-03	0,8192462	  83,79281	 8,143433e-04	0,8169447	  4,0678975	6,237299e-03	0,8171710	  4,0671770	 3	 3	 6
ENSG00000144026	1.2627956	ZNF514	zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]	2,444518e-03	1,2627956	 201,49340	 2,293302e-06	1,2585490	  9,5076067				 3	 3	 6
ENSG00000144152	1.2696618	FBLN7	fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]	8,494322e-03	1,2696618	  64,23700	 6,866071e-04	1,2658367	  3,0367172	1,333612e-02	1,2653522	  3,0374374	 3	 3	 6
ENSG00000144182	0.8020362	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]				 4,639776e-02	0,8020362	  0,8679315				 3	 3	 6
ENSG00000144229	0.8095417	THSD7B	thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]				 3,805396e-03	0,8095417	  2,3926621				 3	 3	 6
ENSG00000144407	1.2893048	PTH2R	parathyroid hormone 2 receptor [Source:HGNC Symbol;Acc:HGNC:9609]	8,278706e-03	1,2893048	  75,81720	 2,363623e-04	1,2845242	  3,5777264	4,272004e-02	1,2840491	  3,5784465	 3	 3	 6
ENSG00000144485	0.7685837	HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	6,012067e-03	0,7685837	  64,16701	 2,949271e-04	0,7665187	  3,1037034	7,963015e-03	0,7669860	  3,1029829	 3	 3	 6
ENSG00000144655	0.8056163	CSRNP1	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	4,992831e-04	0,8056163	 190,61083	 5,878886e-06	0,8034191	  9,2401652	5,836442e-03	0,8035329	  9,2394445	 3	 3	 6
ENSG00000144668	1.4679155	ITGA9	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]	2,110252e-02	1,4679155	 432,81306	 6,251085e-17	1,4630543	 20,5456414	4,175938e-02	1,4628247	 20,5463607	 3	 3	 6
ENSG00000144681	1.2040105	STAC	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]				 3,611699e-03	1,2040105	  3,2469549				 3	 3	 6
ENSG00000144810	0.7042533	COL8A1	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	1,437802e-02	0,7042533	  46,36193	 1,766853e-04	0,7026849	  2,2334061				 3	 3	 6
ENSG00000144821	1.2705300	MYH15	myosin heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]				 4,911734e-02	1,2705300	  0,7555999				 3	 3	 6
ENSG00000144847	1.2818489	IGSF11	immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669]							4,765623e-02	1,2818489	  0,6841920	 3	 3	 6
ENSG00000144908	1.5081925	ALDH1L1	aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]				 4,426235e-03	1,5081925	  0,8210561				 3	 3	 6
ENSG00000144959	0.7087358	NCEH1	neutral cholesterol ester hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29260]	3,399944e-03	0,7087358	  50,98705	 7,890675e-05	0,7064123	  2,4643564	4,414026e-03	0,7073200	  2,4636359	 3	 3	 6
ENSG00000145020	1.2257285	AMT	aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]	9,101657e-04	1,2257285	 217,44921	 1,484853e-05	1,2217982	 10,2465608	1,735408e-02	1,2217007	 10,2472806	 3	 3	 6
ENSG00000145088	0.8317794	EAF2	ELL associated factor 2 [Source:HGNC Symbol;Acc:HGNC:23115]							4,090336e-02	0,8317794	  0,4640523	 3	 3	 6
ENSG00000145103	0.8286858	ILDR1	immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]							2,487203e-02	0,8286858	  0,9563464	 3	 3	 6
ENSG00000145217	1.2421645	SLC26A1	solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993]	5,223688e-03	1,2421645	  93,60201	 3,748811e-04	1,2379567	  4,4110189	1,449785e-02	1,2376933	  4,4117390	 3	 3	 6
ENSG00000145220	0.8006107	LYAR	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]	3,151681e-02	0,8006107	  41,51211	 5,013198e-03	0,7982521	  2,0135238	4,607693e-03	0,7987994	  2,0128033	 3	 3	 6
ENSG00000145244	2.0205617	CORIN	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]	3,372573e-05	2,0205617	  51,54368	 1,709906e-09	2,0143164	  2,4571034	3,845404e-03	2,0048366	  2,4578236	 3	 3	 6
ENSG00000145416	1.3133308	MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]				 4,460953e-02	1,3133308	  0,6205840				 3	 3	 6
ENSG00000145623	0.7211766	OSMR	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	3,005367e-05	0,7211766	 173,38591	 3,630079e-09	0,7190577	  8,3772251	9,174174e-03	0,7193037	  8,3765044	 3	 3	 6
ENSG00000145681	0.7827032	HAPLN1	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]				 3,503782e-02	0,7827032	  0,9525685				 3	 3	 6
ENSG00000145920	0.3557929	CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]	9,121156e-06	0,3557929	  40,20430	 5,415697e-12	0,3544934	  1,9307917	2,936781e-03	0,3597793	  1,9300713	 3	 1	 4
ENSG00000145936	0.6208961	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]	4,769335e-03	0,6208961	  43,49786	 1,038295e-05	0,6194039	  2,0927350				 3	 3	 6
ENSG00000145990	1.2520877	GFOD1	glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]							2,438692e-02	1,2520877	  0,6001747	 3	 3	 6
ENSG00000146021	1.2071391	KLHL3	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]	3,379917e-02	1,2071391	  57,49528	 6,532313e-03	1,2028815	  2,7014346	3,695763e-02	1,2025770	  2,7021548	 3	 3	 6
ENSG00000146122	1.3083508	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]	5,307438e-05	1,3083508	 331,90542	 3,015174e-09	1,3041899	 15,7006778	1,562441e-02	1,3040650	 15,7013974	 3	 3	 6
ENSG00000146197	1.2170865	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13655]	2,530372e-04	1,2170865	 286,67687	 9,570851e-06	1,2131072	 13,4954997	4,931510e-03	1,2130393	 13,4962193	 3	 3	 6
ENSG00000146215	1.3661418	CRIP3	cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]							3,975105e-02	1,3661418	  0,4233235	 2	 3	 5
ENSG00000146232	0.7475595	NFKBIE	NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]	7,002921e-04	0,7475595	  79,75322	 2,563051e-05	0,7453149	  3,8577585	5,989067e-05	0,7457581	  3,8570380	 3	 3	 6
ENSG00000146250	1.3248622	PRSS35	serine protease 35 [Source:HGNC Symbol;Acc:HGNC:21387]	1,426278e-03	1,3248622	 102,14084	 8,010535e-06	1,3207590	  4,8365083	2,236229e-02	1,3203061	  4,8372284	 3	 3	 6
ENSG00000146276	0.5590977	GABRR1	gamma-aminobutyric acid type A receptor subunit rho1 [Source:HGNC Symbol;Acc:HGNC:4090]				 9,082277e-03	0,5590977	  0,4525162	7,546042e-03	0,5696821	  0,4517958	 2	 0	 2
ENSG00000146374	0.7813748	RSPO3	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]	3,058257e-04	0,7813748	 327,42558	 1,830834e-08	0,7791770	 15,8506738	2,862531e-02	0,7792595	 15,8499528	 3	 3	 6
ENSG00000146477	1.2748981	SLC22A3	solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]	2,626816e-02	1,2748981	  39,50506	 4,630167e-03	1,2706520	  1,8656137	4,582852e-03	1,2698338	  1,8663339	 3	 3	 6
ENSG00000146530	1.4915523	VWDE	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]				 2,190411e-02	1,4915523	  0,5447856	3,278466e-02	1,4819524	  0,5455060	 2	 3	 5
ENSG00000147041	1.3684898	SYTL5	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]	4,751295e-02	1,3684898	  24,21789	 5,457750e-03	1,3643461	  1,1481779	3,184286e-02	1,3618681	  1,1488981	 3	 3	 6
ENSG00000147082	1.5101078	CCNB3	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]				 2,427336e-02	1,5101078	  0,4629972	2,498037e-02	1,4979697	  0,4637176	 1	 3	 4
ENSG00000147166	0.6269498	ITGB1BP2	integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]	3,452333e-02	0,6269498	  16,57022	 2,385150e-03	0,6249030	  0,7988802	1,563363e-03	0,6293433	  0,7981598	 3	 3	 6
ENSG00000147231	1.2624316	RADX	RPA1 related single stranded DNA binding protein, X-linked [Source:HGNC Symbol;Acc:HGNC:25486]				 2,127280e-02	1,2624316	  1,1786699	3,343172e-02	1,2612211	  1,1793902	 3	 3	 6
ENSG00000147257	1.2877894	GPC3	glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]	4,419075e-08	1,2877894	2347,14278	 9,122120e-12	1,2836862	110,9511409	2,409477e-03	1,2836709	110,9518554	 3	 3	 6
ENSG00000147408	1.4184023	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]				 2,402613e-02	1,4184023	  0,5986726	1,053313e-02	1,4121169	  0,5993930	 3	 3	 6
ENSG00000147573	0.5546193	TRIM55	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]	3,568097e-03	0,5546193	  32,10148	 5,284448e-06	0,5531199	  1,5434762	3,289638e-02	0,5563560	  1,5427558	 3	 3	 6
ENSG00000147576	1.2962696	ADHFE1	alcohol dehydrogenase iron containing 1 [Source:HGNC Symbol;Acc:HGNC:16354]	2,964723e-02	1,2962696	  42,71364	 2,788271e-03	1,2915813	  2,0169230				 3	 3	 6
ENSG00000147647	1.6707382	DPYS	dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]	3,996039e-04	1,6707382	  79,75152	 3,225266e-09	1,6642840	  3,7912211	3,396463e-02	1,6616775	  3,7919413	 3	 3	 6
ENSG00000147804	1.2343231	SLC39A4	solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]				 3,233180e-06	1,2343231	 11,8413581				 3	 3	 6
ENSG00000148344	0.7749900	PTGES	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	1,852098e-02	0,7749900	  72,29105	 2,680955e-04	0,7729542	  3,4978081				 3	 3	 6
ENSG00000148426	0.8198575	PROSER2	proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]	3,471402e-02	0,8198575	  47,65762	 6,231750e-03	0,8173558	  2,3173348	1,264539e-02	0,8177512	  2,3166144	 3	 3	 6
ENSG00000148541	1.3428017	FAM13C	family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]				 1,433631e-02	1,3428017	  1,0033991	4,837376e-02	1,3403074	  1,0041194	 3	 3	 6
ENSG00000148671	1.5770585	ADIRF	adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]	4,364419e-03	1,5770585	  37,76680	 4,936243e-05	1,5715578	  1,7942328	1,572439e-02	1,5675260	  1,7949531	 3	 3	 6
ENSG00000148677	0.7024279	ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]	2,691554e-02	0,7024279	  26,82143	 2,296053e-03	0,7007127	  1,2928679	9,307936e-03	0,7025027	  1,2921475	 3	 3	 6
ENSG00000148702	0.4395714	HABP2	hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]	1,413843e-08	0,4395714	  89,52091	 1,606842e-16	0,4383502	  4,2991225	1,907411e-03	0,4401682	  4,2984019	 3	 3	 6
ENSG00000148841	0.7820737	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	2,554823e-03	0,7820737	 121,77791	 1,515436e-05	0,7797556	  5,9010710	2,590168e-02	0,7799761	  5,9003504	 3	 3	 6
ENSG00000148848	0.8191125	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	3,827813e-03	0,8191125	  99,38267	 3,121943e-04	0,8164039	  4,8369292	1,570956e-03	0,8165953	  4,8362087	 3	 3	 6
ENSG00000149124	1.6843450	GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	1,995239e-04	1,6843450	  79,68703	 2,908921e-09	1,6775085	  3,7870911	2,220997e-02	1,6747919	  3,7878112	 3	 3	 6
ENSG00000149201	1.4796854	CCDC81	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]				 1,106632e-02	1,4796854	  0,6780779	7,498739e-04	1,4723194	  0,6787982	 3	 3	 6
ENSG00000149295	1.3671465	DRD2	dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]				 8,914185e-03	1,3671465	  1,0345174	2,703798e-02	1,3643543	  1,0352377	 3	 3	 6
ENSG00000149418	0.7236005	ST14	ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]	1,035047e-09	0,7236005	 658,11279	 4,442907e-15	0,7214400	 31,7990310	9,286806e-04	0,7215038	 31,7983092	 3	 3	 6
ENSG00000149451	1.6262861	ADAM33	ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:HGNC:15478]	2,151492e-02	1,6262861	 468,72641	 1,936980e-24	1,6205671	 22,2800483	3,265298e-02	1,6201801	 22,2807676	 3	 3	 6
ENSG00000149591	0.7856630	TAGLN	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]				 5,754143e-10	0,7856630	 49,0732117				 3	 3	 6
ENSG00000149633	0.7855744	KIAA1755	KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372]				 5,561921e-03	0,7855744	  1,8194959				 3	 3	 6
ENSG00000149972	1.5479142	CNTN5	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]	1,437778e-02	1,5479142	  26,25104	 4,563511e-04	1,5432023	  1,2481585	1,613320e-02	1,5379971	  1,2488788	 3	 3	 6
ENSG00000150361	1.5634170	KLHL1	kelch like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]				 5,545672e-03	1,5634170	  0,6955399				 2	 3	 5
ENSG00000150510	1.2343927	FAM124A	family with sequence similarity 124 member A [Source:HGNC Symbol;Acc:HGNC:26413]				 8,851775e-03	1,2343927	  1,8022575				 3	 3	 6
ENSG00000150551	0.6320402	LYPD1	LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]	6,462783e-18	0,6320402	 697,97205	 2,606818e-26	0,6302175	 33,6275620	6,527687e-05	0,6303213	 33,6268402	 3	 3	 6
ENSG00000150627	1.2928420	WDR17	WD repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:16661]				 1,386895e-02	1,2928420	  1,2286049				 3	 3	 6
ENSG00000150893	1.2671441	FREM2	FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]	2,898772e-04	1,2671441	 727,74846	 4,933218e-09	1,2626989	 34,3334632	3,985992e-02	1,2626571	 34,3341817	 3	 3	 6
ENSG00000150990	0.7860843	DHX37	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]	2,432678e-04	0,7860843	 159,42418	 3,325764e-06	0,7838654	  7,7223055	2,227497e-03	0,7840281	  7,7215848	 3	 3	 6
ENSG00000151006	1.2079277	PRSS53	serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]				 2,386980e-02	1,2079277	  1,6362647				 3	 3	 6
ENSG00000151014	0.7476159	NOCT	nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]	4,052320e-02	0,7476159	  29,36179	 4,103413e-03	0,7451459	  1,4219564	2,594973e-02	0,7463465	  1,4212360	 3	 3	 6
ENSG00000151164	1.2446849	RAD9B	RAD9 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:21700]							7,033478e-03	1,2446849	  0,3892520	 3	 3	 6
ENSG00000151468	1.2590281	CCDC3	coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]				 2,746724e-04	1,2590281	  3,5812019				 3	 3	 6
ENSG00000151692	1.2149378	RNF144A	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	3,482736e-05	1,2149378	 310,22050	 8,509017e-06	1,2110148	 14,6052433	8,173120e-05	1,2109534	 14,6059629	 3	 3	 6
ENSG00000151790	0.3935274	TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	3,760060e-13	0,3935274	 132,22179	 8,875665e-25	0,3926037	  6,3462540	4,259528e-04	0,3940397	  6,3455333	 3	 3	 6
ENSG00000151846	0.7549502	PABPC3	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]				 2,658058e-02	0,7549502	  0,7553053				 3	 3	 6
ENSG00000151883	0.8317688	PARP8	poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]	1,697333e-02	0,8317688	  66,09219	 3,208017e-03	0,8292685	  3,2160732	4,508186e-04	0,8295201	  3,2153528	 3	 3	 6
ENSG00000151917	0.8316573	BEND6	BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871]							3,403824e-03	0,8316573	  0,7317112	 3	 3	 6
ENSG00000152208	1.4725204	GRID2	glutamate ionotropic receptor delta type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4576]	4,576306e-04	1,4725204	  67,64231	 3,455442e-06	1,4671847	  3,2083218	3,279504e-03	1,4656912	  3,2090420	 3	 3	 6
ENSG00000152527	1.4717797	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]	2,342993e-06	1,4717797	 244,66850	 3,444331e-13	1,4670911	 11,6182934	9,546889e-03	1,4666778	 11,6190132	 3	 3	 6
ENSG00000152580	1.2325660	IGSF10	immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]				 1,118691e-02	1,2325660	  1,7742781	2,346971e-02	1,2319438	  1,7749983	 3	 3	 6
ENSG00000152583	0.8096908	SPARCL1	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]	4,997976e-03	0,8096908	 323,99250	 5,977024e-07	0,8070606	 15,7459656				 3	 3	 6
ENSG00000152689	0.7450048	RASGRP3	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]				 1,107532e-02	0,7450048	  1,0020841	2,729090e-02	0,7467074	  1,0013637	 3	 3	 6
ENSG00000152784	1.5139615	PRDM8	PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]	1,013167e-02	1,5139615	  34,06510	 1,875066e-04	1,5089851	  1,6178317	2,687540e-02	1,5054635	  1,6185520	 3	 3	 6
ENSG00000152926	1.2104335	ZNF117	zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]				 3,732843e-03	1,2104335	  3,0701671				 3	 3	 6
ENSG00000152931	1.7149233	PART1	prostate androgen-regulated transcript 1 [Source:HGNC Symbol;Acc:HGNC:17263]	2,588360e-03	1,7149233	  36,18021	 1,131387e-05	1,7080301	  1,7198824	1,136061e-02	1,7015195	  1,7206026	 3	 3	 6
ENSG00000152932	1.3542163	RAB3C	RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]	8,907437e-03	1,3542163	  50,88532	 3,878949e-04	1,3495485	  2,4080682	1,910350e-02	1,3484608	  2,4087884	 3	 3	 6
ENSG00000152977	1.2935792	ZIC1	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]	7,551147e-04	1,2935792	 243,74638	 1,037920e-07	1,2885347	 11,4937130	4,337062e-02	1,2883822	 11,4944328	 3	 3	 6
ENSG00000153012	0.7495317	LGI2	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	5,209447e-06	0,7495317	 265,68279	 9,720332e-10	0,7474251	 12,8420886	2,833733e-03	0,7475563	 12,8413677	 3	 3	 6
ENSG00000153157	1.3429103	SYCP2L	synaptonemal complex protein 2 like [Source:HGNC Symbol;Acc:HGNC:21537]				 2,516328e-02	1,3429103	  0,7812118				 3	 3	 6
ENSG00000153234	0.7496749	NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]							4,956943e-02	0,7496749	  0,2843781	 3	 2	 5
ENSG00000153237	1.3682067	CCDC148	coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]				 2,597131e-02	1,3682067	  0,6968060	4,562979e-03	1,3640530	  0,6975263	 3	 3	 6
ENSG00000153253	1.2506815	SCN3A	sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590]							1,757622e-02	1,2506815	  0,2051310	 1	 2	 3
ENSG00000153291	1.4219189	SLC25A27	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]	2,345347e-03	1,4219189	  96,48282	 1,015750e-06	1,4164582	  4,5694357				 3	 3	 6
ENSG00000153303	1.4340904	FRMD1	FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240]	7,994265e-03	1,4340904	 643,00452	 4,305753e-17	1,4291435	 30,4845000	4,044630e-02	1,4290113	 30,4852187	 3	 3	 6
ENSG00000153551	0.8262306	CMTM7	CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]	8,204617e-03	0,8262306	  86,77002	 9,474574e-04	0,8237753	  4,2187164	2,541942e-03	0,8239787	  4,2179959	 3	 3	 6
ENSG00000153820	1.9126864	SPHKAP	SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]	1,030113e-02	1,9126864	  18,06554	 2,011862e-04	1,9062840	  0,8606140	1,550987e-03	1,8850738	  0,8613343	 1	 3	 4
ENSG00000153902	1.3320445	LGI4	leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]	2,272120e-02	1,3320445	  38,96694	 1,607802e-03	1,3283288	  1,8472370	3,349832e-02	1,3270866	  1,8479573	 3	 3	 6
ENSG00000153993	1.2631429	SEMA3D	semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]	9,655205e-03	1,2631429	  59,54447	 1,200380e-03	1,2592899	  2,8136574	5,175809e-03	1,2587941	  2,8143776	 3	 3	 6
ENSG00000154027	1.4342869	AK5	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]				 3,807302e-02	1,4342869	  0,4392832				 1	 2	 3
ENSG00000154099	1.2276488	DNAAF1	dynein axonemal assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30539]	4,366007e-02	1,2276488	  70,06375	 1,942453e-03	1,2236538	  3,3014288				 3	 3	 6
ENSG00000154118	0.8171434	JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	4,566298e-02	0,8171434	  39,35851	 9,684609e-03	0,8146887	  1,9124244	5,172046e-03	0,8151806	  1,9117040	 3	 3	 6
