ENSID	RatiosMoys_.MT2_SC._vs_.WT.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.WT.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.WT.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.WT.	Delta_Voom	Flags_.WT.	Flags_.MT2_SC.	Flags_tot
ENSG00000122952	 2.015774881	ZWINT	ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]	 1,469580e-25	 2,015774881	 335,856572	 1,128837e-33	 2,019603024	 16,1037587	2,490046e-07	 2,018244866	 16,1056233	 3	 3	 6
ENSG00000123095	 0.333845549	BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]	 2,079950e-11	 0,333845549	  78,921772	 4,452279e-21	 0,334281444	  3,7692100	6,363575e-05	 0,337291140	  3,7673443	 3	 3	 6
ENSG00000123307	 0.003204573	NEUROD4	neuronal differentiation 4 [Source:HGNC Symbol;Acc:HGNC:13802]	 3,339221e-11	 0,003204573	  99,241482	 2,706574e-77	 0,003224908	  4,7486332	9,473981e-04	 0,008382764	  4,7467675	 3	 0	 3
ENSG00000123338	 0.013906005	NCKAP1L	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	 7,576743e-07	 0,013906005	  27,334765	 1,125961e-22	 0,013807694	  1,3052001	5,044302e-05	 0,031965956	  1,3033345	 3	 0	 3
ENSG00000123358	 0.444096683	NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	 3,161673e-12	 0,444096683	 177,018755	 1,565708e-25	 0,445340245	  8,4401650	2,387349e-03	 0,446296058	  8,4382992	 3	 3	 6
ENSG00000123560	 0.475085462	PLP1	proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]	 4,990398e-02	 0,475085462	  58,464767	 4,609219e-11	 0,475489706	  2,7965709				 3	 3	 6
ENSG00000123572	 3.175729844	NRK	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	 5,073782e-75	 3,175729844	1289,272555	1,702798e-142	 3,183890946	 61,7965883	1,914326e-05	 3,182190959	 61,7984506	 3	 3	 6
ENSG00000123609	 3.080588378	NMI	N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]	 1,666686e-09	 3,080588378	  62,451715	 3,157686e-18	 3,084530662	  2,9885720	1,467455e-04	 3,053041224	  2,9904373	 3	 3	 6
ENSG00000123685	 2.891782021	BATF3	basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]	 2,501984e-04	 2,891782021	  24,162233	 2,520946e-08	 2,894028194	  1,1554519	2,590788e-03	 2,828454228	  1,1573173	 0	 3	 3
ENSG00000123700	 0.390648121	KCNJ2	potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]	 2,349152e-09	 0,390648121	  71,825259	 1,166467e-16	 0,391606679	  3,4255632	3,923930e-05	 0,394400879	  3,4236976	 3	 3	 6
ENSG00000123901	 0.217576851	GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	 1,109356e-05	 0,217576851	  24,521068	 2,700028e-11	 0,218088506	  1,1708298	1,436063e-04	 0,231092622	  1,1689643	 3	 0	 3
ENSG00000123977	 5.041586541	DAW1	dynein assembly factor with WD repeats 1 [Source:HGNC Symbol;Acc:HGNC:26383]	 1,221928e-07	 5,041586541	  33,331209	 9,039104e-16	 5,061547209	  1,5977969	7,961317e-05	 4,842620836	  1,5996623	 0	 3	 3
ENSG00000124092	 0.369613593	CTCFL	CCCTC-binding factor like [Source:HGNC Symbol;Acc:HGNC:16234]	 7,178808e-03	 0,369613593	  12,904541	 6,138833e-05	 0,370173661	  0,6160197	1,896317e-04	 0,386445303	  0,6141542	 2	 0	 2
ENSG00000124126	 0.405038559	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]	 3,539893e-62	 0,405038559	1075,371723	 8,771317e-91	 0,405788727	 51,2951406	3,383594e-06	 0,405967908	 51,2932729	 3	 3	 6
ENSG00000124140	 0.247355328	SLC12A5	solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818]	 6,792850e-23	 0,247355328	 150,902327	 3,646482e-43	 0,247793500	  7,2030643	6,211521e-05	 0,249782273	  7,2011985	 3	 3	 6
ENSG00000124191	 0.104984162	TOX2	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	 1,727738e-49	 0,104984162	 253,098719	4,008456e-102	 0,105179917	 12,0934865	3,187254e-05	 0,106831245	 12,0916205	 3	 3	 6
ENSG00000124194	 0.014127790	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	 1,064448e-72	 0,014127790	 492,644208	5,788852e-260	 0,014179921	 23,5326122	1,302783e-05	 0,015202741	 23,5307457	 3	 0	 3
ENSG00000124205	 0.466827578	EDN3	endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]	 1,724997e-05	 0,466827578	  47,255081	 7,923733e-10	 0,468053360	  2,2527989	7,894608e-04	 0,471352220	  2,2509334	 3	 3	 6
ENSG00000124216	 0.416016746	SNAI1	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	 3,418276e-15	 0,416016746	 167,677014	 1,722507e-27	 0,417108825	  7,9925874	2,500048e-04	 0,418216427	  7,9907215	 3	 3	 6
ENSG00000124232	 0.454540972	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like [Source:HGNC Symbol;Acc:HGNC:13761]	 6,142389e-03	 0,454540972	  18,088975	 2,507765e-05	 0,455606438	  0,8620837	6,263729e-03	 0,464527424	  0,8602182	 3	 1	 4
ENSG00000124249	 0.430101227	KCNK15	potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]	 7,465779e-05	 0,430101227	  34,937824	 7,213956e-09	 0,431544267	  1,6645385	4,439167e-04	 0,436587258	  1,6626729	 3	 2	 5
ENSG00000124253	 0.327609805	PCK1	phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]	 2,992286e-13	 0,327609805	  90,609469	 1,065250e-23	 0,328365000	  4,3230195	6,642336e-06	 0,331034711	  4,3211539	 3	 3	 6
ENSG00000124302	 0.019052735	CHST8	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	 1,899868e-33	 0,019052735	 196,186640	1,180212e-123	 0,019091429	  9,3624471	8,556641e-05	 0,021634060	  9,3605812	 3	 0	 3
ENSG00000124429	 0.365053694	POF1B	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	 5,148561e-04	 0,365053694	  22,873022	 1,357605e-07	 0,366485864	  1,0896577	1,731890e-03	 0,375879289	  1,0877922	 3	 0	 3
ENSG00000124493	 0.411256220	GRM4	glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]	 8,123251e-13	 0,411256220	 113,034050	 2,810553e-21	 0,412062647	  5,3937946	4,063921e-05	 0,413729315	  5,3919289	 3	 3	 6
ENSG00000124743	 0.463719304	KLHL31	kelch like family member 31 [Source:HGNC Symbol;Acc:HGNC:21353]	 7,754345e-07	 0,463719304	  69,010022	 4,866015e-13	 0,464720134	  3,2916750	1,772648e-03	 0,467008173	  3,2898094	 3	 3	 6
ENSG00000124762	 0.413493898	CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	 8,898965e-33	 0,413493898	 968,762848	 4,117524e-83	 0,414524896	 46,1984120	3,865279e-04	 0,414718381	 46,1965445	 3	 3	 6
ENSG00000124785	 0.024228491	NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	2,459734e-104	 0,024228491	 581,964107	2,664176e-278	 0,024327785	 27,7877765	1,787663e-06	 0,025177044	 27,7859097	 3	 0	 3
ENSG00000125084	 0.155673049	WNT1	Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774]	 1,250256e-59	 0,155673049	 313,248239	 4,326693e-99	 0,155993349	 14,9535032	1,545743e-07	 0,157187922	 14,9516371	 3	 3	 6
ENSG00000125285	 0.484196523	SOX21	SRY-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11197]	 4,989311e-06	 0,484196523	  98,462288	 1,165980e-15	 0,484185659	  4,7091891	3,063226e-02	 0,485679982	  4,7073234	 3	 3	 6
ENSG00000125355	 0.428141674	TMEM255A	transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]	 2,568641e-05	 0,428141674	  37,834439	 1,529847e-09	 0,429126170	  1,8043597	3,143436e-05	 0,433818227	  1,8024942	 3	 3	 6
ENSG00000125462	 0.005961136	MIR9-1HG	MIR9-1 host gene [Source:HGNC Symbol;Acc:HGNC:30780]	 2,216083e-53	 0,005961136	 548,977931	1,045293e-302	 0,005990554	 26,2377430	1,871547e-04	 0,006922724	 26,2358764	 3	 0	 3
ENSG00000125492	 0.000000000	BARHL1	BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]	 2,009619e-13	 0,000000000	  89,437205	 2,669895e-73	 0,000000000	  4,2723009	2,042400e-05	 0,005765498	  4,2704352	 3	 0	 3
ENSG00000125508	 0.363175700	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]	 3,121879e-06	 0,363175700	  44,241389	 1,553991e-12	 0,364687027	  2,1072485	1,772227e-03	 0,369601497	  2,1053829	 3	 2	 5
ENSG00000125730	 3.705004989	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	 9,342143e-79	 3,705004989	 751,956218	3,783229e-125	 3,715761647	 36,0476215	3,936301e-06	 3,711224957	 36,0494851	 3	 3	 6
ENSG00000125740	 2.101430871	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	 7,757864e-04	 2,101430871	  29,168623	 4,667371e-07	 2,104840606	  1,3973118	4,141450e-03	 2,086641293	  1,3991772	 3	 3	 6
ENSG00000125787	 0.100767799	GNRH2	gonadotropin releasing hormone 2 [Source:HGNC Symbol;Acc:HGNC:4420]	 5,010668e-11	 0,100767799	  45,497434	 2,812965e-26	 0,101122605	  2,1707086	5,590043e-04	 0,110331039	  2,1688430	 3	 0	 3
ENSG00000125798	 0.112051339	FOXA2	forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]	 6,600937e-07	 0,112051339	  24,613163	 8,882481e-15	 0,112274533	  1,1748132	4,784631e-06	 0,128759060	  1,1729477	 3	 0	 3
ENSG00000125851	 0.383239074	PCSK2	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]	 4,393761e-17	 0,383239074	 224,171028	 1,681027e-37	 0,383634742	 10,6973832	6,258473e-04	 0,384554228	 10,6955173	 3	 3	 6
ENSG00000125872	 6.111292113	LRRN4	leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]	 4,059720e-79	 6,111292113	 420,457613	8,455059e-121	 6,125921898	 20,1342669	1,317118e-08	 6,096684863	 20,1361313	 3	 3	 6
ENSG00000125895	 0.240159010	TMEM74B	transmembrane protein 74B [Source:HGNC Symbol;Acc:HGNC:15893]	 1,213661e-25	 0,240159010	 218,498382	 1,269509e-57	 0,240825875	 10,4281330	3,310728e-04	 0,242224910	 10,4262671	 3	 3	 6
ENSG00000126231	 0.231774033	PROZ	protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]	 5,608705e-05	 0,231774033	  20,589738	 1,784006e-09	 0,232169786	  0,9827904	2,021887e-06	 0,247096698	  0,9809249	 3	 0	 3
ENSG00000126803	 2.273078707	HSPA2	heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]	 1,384955e-07	 2,273078707	  63,735255	 1,228849e-13	 2,279131584	  3,0578373	1,440369e-04	 2,267768316	  3,0597026	 3	 3	 6
ENSG00000126882	 0.472515339	FAM78A	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]	 5,018949e-10	 0,472515339	  97,184585	 6,876990e-16	 0,473696648	  4,6315155	6,944555e-06	 0,475274006	  4,6296498	 3	 3	 6
ENSG00000126950	 0.288242463	TMEM35A	transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]	 7,551780e-28	 0,288242463	 238,063213	 1,481422e-52	 0,288679181	 11,3671808	9,687737e-05	 0,289813550	 11,3653148	 3	 3	 6
ENSG00000127084	 0.481656325	FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]	 2,820627e-05	 0,481656325	  49,134418	 9,428119e-10	 0,482638032	  2,3437239	2,721539e-03	 0,485649705	  2,3418584	 3	 3	 6
ENSG00000127129	 3.617812320	EDN2	endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]	 3,590671e-06	 3,617812320	  30,865832	 3,281605e-12	 3,628542638	  1,4796582	1,056646e-04	 3,528982353	  1,4815236	 0	 3	 3
ENSG00000127324	 0.107280468	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	 3,623844e-13	 0,107280468	  60,307008	 6,803717e-33	 0,107498180	  2,8784334	1,463587e-03	 0,114364629	  2,8765678	 3	 0	 3
ENSG00000127325	 0.242447943	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]	 2,320875e-03	 0,242447943	  14,250204	 1,254416e-06	 0,244162232	  0,6788841	2,849197e-02	 0,264977891	  0,6770186	 2	 0	 2
ENSG00000127561	 0.332483959	SYNGR3	synaptogyrin 3 [Source:HGNC Symbol;Acc:HGNC:11501]	 4,728444e-30	 0,332483959	 276,636850	 5,006241e-50	 0,333445714	 13,1959047	3,656713e-05	 0,334309915	 13,1940387	 3	 3	 6
ENSG00000127585	 0.120966673	FBXL16	F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150]	 1,557418e-79	 0,120966673	 507,274209	3,399377e-159	 0,121376593	 24,2210218	2,046418e-05	 0,122173428	 24,2191553	 3	 3	 6
ENSG00000127743	 0.318705066	IL17B	interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]	 1,682453e-13	 0,318705066	  97,639900	 2,097673e-25	 0,319770245	  4,6560823	1,369366e-04	 0,322309892	  4,6542166	 3	 3	 6
ENSG00000128228	 2.116278035	SDF2L1	stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]	 5,921703e-10	 2,116278035	 102,964534	 6,990412e-17	 2,120761156	  4,9372956	1,965878e-04	 2,115386897	  4,9391608	 3	 3	 6
ENSG00000128271	 0.406447163	ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]	 7,163995e-19	 0,406447163	 168,300996	 1,787178e-28	 0,407395940	  8,0258373	2,708666e-07	 0,408533705	  8,0239715	 3	 3	 6
ENSG00000128285	 0.432545599	MCHR1	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	 3,481538e-06	 0,432545599	  60,334409	 2,318284e-13	 0,433644515	  2,8728044	7,330601e-03	 0,436555831	  2,8709388	 3	 3	 6
ENSG00000128408	 2.201661282	RIBC2	RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]	 3,375561e-05	 2,201661282	  44,294211	 3,125033e-10	 2,210376512	  2,1289298	3,366107e-03	 2,195868491	  2,1307951	 3	 3	 6
ENSG00000128422	 4.872973734	KRT17	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	 4,066045e-78	 4,872973734	 744,932748	4,476368e-156	 4,887374524	 35,7060912	2,483352e-05	 4,877910001	 35,7079549	 3	 3	 6
ENSG00000128482	 0.262814688	RNF112	ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]	 9,212271e-21	 0,262814688	 127,602725	 8,796086e-37	 0,263255664	  6,0913209	2,875760e-06	 0,265515497	  6,0894552	 3	 3	 6
ENSG00000128578	 2.046516418	STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	 2,900465e-04	 2,046516418	  42,893943	 4,226579e-09	 2,050861849	  2,0584533	2,153763e-02	 2,039660631	  2,0603187	 3	 3	 6
ENSG00000128596	 0.295889773	CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	 1,080165e-73	 0,295889773	 830,587985	3,563253e-120	 0,296354536	 39,6485051	4,105973e-06	 0,296673460	 39,6466378	 3	 3	 6
ENSG00000128683	 0.199268478	GAD1	glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]	 2,100003e-24	 0,199268478	 150,681932	 1,402658e-50	 0,199395548	  7,1993449	1,636863e-04	 0,201635976	  7,1974791	 3	 3	 6
ENSG00000128710	 0.051264626	HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	 3,402453e-90	 0,051264626	 459,897512	3,172332e-199	 0,051379390	 21,9757997	1,190751e-05	 0,052396575	 21,9739333	 3	 2	 5
ENSG00000128713	 0.045049785	HOXD11	homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]	 1,615531e-54	 0,045049785	 271,336283	4,059873e-138	 0,045188383	 12,9665908	6,750532e-05	 0,046932773	 12,9647248	 3	 0	 3
ENSG00000128833	 2.485563699	MYO5C	myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]	 6,523331e-45	 2,485563699	 604,164771	 2,187018e-68	 2,490475703	 28,9467003	5,738558e-06	 2,488816355	 28,9485643	 3	 3	 6
ENSG00000128872	 0.475565621	TMOD2	tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]	 7,027975e-15	 0,475565621	 211,024723	 1,512077e-26	 0,476395016	 10,0634824	4,342576e-04	 0,477115047	 10,0616165	 3	 3	 6
ENSG00000128965	 0.476520079	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	 3,230177e-07	 0,476520079	  69,514369	 9,402968e-13	 0,477223238	  3,3171327	5,857584e-04	 0,479395977	  3,3152671	 3	 3	 6
ENSG00000129151	 0.221351063	BBOX1	gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]	 1,186908e-18	 0,221351063	 115,859354	 2,146560e-38	 0,222192840	  5,5278307	1,263344e-04	 0,224952519	  5,5259650	 3	 3	 6
ENSG00000129159	 0.102616612	KCNC1	potassium voltage-gated channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:6233]	 5,838516e-44	 0,102616612	 202,339584	 2,889932e-86	 0,102864352	  9,6649645	2,472159e-06	 0,104939977	  9,6630986	 3	 2	 5
ENSG00000129204	 0.393418820	USP6	ubiquitin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:12629]	 2,191236e-07	 0,393418820	  57,508552	 3,526930e-14	 0,394059787	  2,7437083	7,038288e-04	 0,397518558	  2,7418427	 3	 3	 6
ENSG00000129226	 0.318124026	CD68	CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]	 7,181738e-38	 0,318124026	 398,457989	 1,296980e-67	 0,319048228	 19,0080618	4,427809e-05	 0,319673145	 19,0061955	 3	 3	 6
ENSG00000129244	 0.414675422	ATP1B2	ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805]	 5,842728e-78	 0,414675422	2050,648201	1,542875e-107	 0,415680808	 97,7873407	3,738532e-06	 0,415771893	 97,7854710	 3	 3	 6
ENSG00000129355	 0.320521477	CDKN2D	cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]	 4,110544e-30	 0,320521477	 241,753178	 2,735980e-47	 0,321445588	 11,5297415	5,944736e-06	 0,322468439	 11,5278755	 3	 3	 6
ENSG00000129467	 0.340209120	ADCY4	adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]	 5,819953e-11	 0,340209120	  86,795881	 4,542334e-22	 0,340898176	  4,1432151	8,665236e-04	 0,343586044	  4,1413495	 3	 3	 6
ENSG00000129514	 0.056522358	FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	 8,180579e-23	 0,056522358	  99,277428	 8,759694e-60	 0,056561529	  4,7402146	7,053670e-05	 0,061211298	  4,7383489	 3	 0	 3
ENSG00000129990	 0.138857784	SYT5	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	 6,197784e-37	 0,138857784	 195,778355	 3,926824e-74	 0,139112136	  9,3507043	4,299826e-05	 0,141094616	  9,3488384	 3	 3	 6
ENSG00000129993	 0.262444973	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]	 5,601819e-70	 0,262444973	 521,720507	 6,367325e-98	 0,263066295	 24,8945509	6,350463e-08	 0,263620668	 24,8926843	 3	 3	 6
ENSG00000130035	 0.334795706	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130]	 5,475121e-07	 0,334795706	  43,019952	 1,965406e-13	 0,335254014	  2,0544360	1,614718e-04	 0,340742173	  2,0525705	 3	 2	 5
ENSG00000130054	 0.154789669	NALF2	NALCN channel auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:30701]	 1,158887e-26	 0,154789669	 134,646591	 2,912056e-53	 0,155318766	  6,4270793	2,354083e-05	 0,158097593	  6,4252136	 3	 2	 5
ENSG00000130055	 0.417387454	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25974]	 5,707292e-14	 0,417387454	 139,969219	 1,131665e-24	 0,418027768	  6,6769529	1,516390e-04	 0,419349263	  6,6750872	 3	 3	 6
ENSG00000130222	 0.184741594	GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	 1,606331e-32	 0,184741594	 219,338302	 6,331961e-69	 0,185197591	 10,4794028	2,095727e-04	 0,186790491	 10,4775368	 3	 3	 6
ENSG00000130234	 0.325279982	ACE2	angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]	 2,338988e-20	 0,325279982	 205,006533	 1,234133e-41	 0,326441268	  9,7741403	2,478962e-04	 0,327630812	  9,7722744	 3	 3	 6
ENSG00000130287	 0.005934726	NCAN	neurocan [Source:HGNC Symbol;Acc:HGNC:2465]	1,588612e-114	 0,005934726	1250,324688	 0,000000e+00	 0,005948204	 59,7559651	4,598270e-05	 0,006357735	 59,7540969	 3	 0	 3
ENSG00000130294	 0.262387737	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	3,348737e-204	 0,262387737	6093,416767	3,827480e-270	 0,262957934	290,8796146	6,863715e-07	 0,263005421	290,8777361	 3	 3	 6
ENSG00000130383	 0.113195761	FUT5	fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]	 1,723311e-15	 0,113195761	  72,131390	 7,965560e-37	 0,113785456	  3,4450016	1,393878e-03	 0,119452257	  3,4431360	 3	 0	 3
ENSG00000130475	 0.204046916	FCHO1	FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002]	 3,304874e-63	 0,204046916	 373,396801	 6,996383e-95	 0,204461836	 17,8260337	7,896778e-09	 0,205357142	 17,8241674	 3	 3	 6
ENSG00000130477	 0.026375540	UNC13A	unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]	 4,057374e-48	 0,026375540	 527,926908	1,137261e-253	 0,026497975	 25,2127670	1,199324e-05	 0,027429896	 25,2109004	 3	 1	 4
ENSG00000130513	 0.339077367	GDF15	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	 2,267991e-07	 0,339077367	 283,940328	 5,884528e-50	 0,339993492	 13,5468177	4,916205e-03	 0,340819774	 13,5449516	 3	 3	 6
ENSG00000130540	 0.213251534	SULT4A1	sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903]	 2,375613e-47	 0,213251534	 283,309707	 1,112691e-75	 0,213599074	 13,5276731	4,362005e-07	 0,214752802	 13,5258070	 3	 3	 6
ENSG00000130558	 0.044393796	OLFM1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	6,418296e-209	 0,044393796	1234,893596	 0,000000e+00	 0,044513943	 58,9605863	1,726749e-06	 0,044898594	 58,9587182	 3	 3	 6
ENSG00000130595	 0.190051611	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	5,690306e-155	 0,190051611	1909,144369	5,665507e-279	 0,190526110	 91,1366066	1,400537e-06	 0,190707275	 91,1347370	 3	 3	 6
ENSG00000130598	 0.266024008	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	 2,647983e-44	 0,266024008	 366,866854	 2,615271e-76	 0,266714009	 17,5031768	1,928921e-05	 0,267494867	 17,5013105	 3	 3	 6
ENSG00000130643	 0.417086559	CALY	calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]	 1,036472e-11	 0,417086559	 120,025452	 4,077839e-22	 0,417775939	  5,7256625	6,152987e-04	 0,419317734	  5,7237967	 3	 3	 6
ENSG00000130649	 0.396462460	CYP2E1	cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]	 4,270552e-11	 0,396462460	  94,067242	 5,780008e-20	 0,397068169	  4,4886201	1,436112e-04	 0,399166806	  4,4867545	 3	 3	 6
ENSG00000130675	 0.166227194	MNX1	motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]	 1,795899e-04	 0,166227194	  16,689755	 4,107733e-09	 0,167208068	  0,7954302	3,276426e-03	 0,188613379	  0,7935647	 2	 0	 2
ENSG00000130711	 0.004084119	PRDM12	PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]	 1,238966e-10	 0,004084119	  80,664639	 2,796641e-64	 0,004105321	  3,8547815	1,388126e-05	 0,010441397	  3,8529159	 3	 0	 3
ENSG00000130768	 3.418401510	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]	 1,470538e-27	 3,418401510	 216,318066	 3,427287e-49	 3,427226848	 10,3632111	3,397812e-05	 3,414713195	 10,3650761	 3	 3	 6
ENSG00000130822	 0.438510948	PNCK	pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415]	 4,268971e-29	 0,438510948	 584,463000	 2,725437e-58	 0,439311887	 27,8839619	2,842385e-04	 0,439607423	 27,8820953	 3	 3	 6
ENSG00000131080	 0.340255969	EDA2R	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]	 4,096603e-16	 0,340255969	 150,316956	 3,267797e-32	 0,340997846	  7,1766680	5,935991e-04	 0,342551539	  7,1748023	 3	 3	 6
ENSG00000131094	 0.493332123	C1QL1	complement C1q like 1 [Source:HGNC Symbol;Acc:HGNC:24182]	 3,772740e-10	 0,493332123	 155,389783	 1,306825e-20	 0,494114690	  7,4066079	1,980133e-03	 0,495031878	  7,4047421	 3	 3	 6
ENSG00000131183	 0.105331560	SLC34A1	solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019]	 1,302292e-07	 0,105331560	1744,406916	 0,000000e+00	 0,105924178	 83,2593765	6,021222e-04	 0,106163999	 83,2575072	 3	 3	 6
